,ID,Is_It_Dog?,Type_of_Object,Hour,Num_of_Retweet,Num_of_Favorite
1453,776819012571455488,1,,9.720160481444333,2766.753259779338,8895.725677031094
1454,777189768882946048,1,0,16.0,4999.0,15921.0
1455,777621514455814149,1,0,21.0,2910.0,9742.0
1456,777641927919427584,1,,9.720160481444333,2766.753259779338,8895.725677031094
1457,777684233540206592,1,0,1.0,3403.0,12518.0
1458,777885040357281792,1,0,15.0,1893.0,7078.0
1459,778027034220126208,1,3,0.0,1885.0,7320.0
1460,778039087836069888,1,3,1.0,3065.0,9417.0
1461,778286810187399168,1,0,17.0,3836.0,11576.0
1462,778383385161035776,1,0,0.0,1271.0,6515.0
1463,778396591732486144,0,,9.720160481444333,2766.753259779338,8895.725677031094
1464,778408200802557953,1,0,1.0,5023.0,15135.0
1465,778624900596654080,1,0,16.0,1176.0,5177.0
1466,778650543019483137,1,0,17.0,1729.0,6430.0
1467,778748913645780993,1,0,0.0,1562.0,7717.0
1468,778990705243029504,1,0,16.0,8437.0,22342.0
1469,779056095788752897,1,0,20.0,5247.0,16500.0
1470,779123168116150273,1,0,1.0,4207.0,13206.0
1471,779377524342161408,0,3,17.0,3613.0,9831.0
1472,779834332596887552,1,0,0.0,8237.0,21252.0
1473,780192070812196864,1,0,23.0,2589.0,9712.0
1474,780459368902959104,1,0,17.0,1224.0,5892.0
1475,780476555013349377,1,,9.720160481444333,2766.753259779338,8895.725677031094
1476,780496263422808064,1,,9.720160481444333,2766.753259779338,8895.725677031094
1477,780543529827336192,1,0,23.0,2032.0,7040.0
1478,780601303617732608,1,0,2.0,3839.0,13525.0
1479,780800785462489090,1,0,16.0,1505.0,6141.0
1480,780858289093574656,1,0,19.0,2328.0,8033.0
1481,780931614150983680,0,4,0.0,8536.0,24192.0
1482,781163403222056960,1,0,16.0,3168.0,10895.0
1483,781251288990355457,1,0,21.0,2458.0,9428.0
1484,781524693396357120,0,0,16.0,6426.0,23163.0
1485,781661882474196992,1,0,1.0,3129.0,11634.0
1486,781955203444699136,0,0,20.0,3920.0,12357.0
1487,782021823840026624,1,,9.720160481444333,2766.753259779338,8895.725677031094
1488,782305867769217024,1,1,19.0,6470.0,18630.0
1489,782598640137187329,1,0,15.0,2184.0,8694.0
1490,782722598790725632,1,0,23.0,6238.0,19250.0
1491,782747134529531904,1,1,1.0,1604.0,8310.0
1492,782969140009107456,0,0,15.0,8521.0,26949.0
1493,783085703974514689,1,0,23.0,2565.0,9112.0
1494,783334639985389568,1,0,15.0,13616.0,32651.0
1495,783347506784731136,1,,9.720160481444333,2766.753259779338,8895.725677031094
1496,783391753726550016,1,0,19.0,6441.0,18908.0
1497,783466772167098368,1,0,0.0,2608.0,9468.0
1498,783695101801398276,1,0,15.0,3737.0,11650.0
1499,783821107061198850,1,0,0.0,2269.0,8209.0
1500,783839966405230592,0,0,1.0,12643.0,33689.0
1501,784431430411685888,1,0,16.0,1491.0,6329.0
1502,784517518371221505,1,0,22.0,2970.0,10039.0
1503,784826020293709826,1,0,18.0,3712.0,11310.0
1504,785170936622350336,0,0,17.0,5639.0,13491.0
1505,785264754247995392,0,0,23.0,1911.0,8128.0
1506,785533386513321988,1,0,17.0,2334.0,10183.0
1507,785639753186217984,0,5,0.0,2561.0,8735.0
1508,785872687017132033,1,0,16.0,2130.0,7489.0
1509,785927819176054784,0,0,19.0,3652.0,12696.0
1510,786036967502913536,1,,9.720160481444333,2766.753259779338,8895.725677031094
1511,786233965241827333,1,0,15.0,5571.0,17178.0
1512,786363235746385920,1,1,0.0,4072.0,12189.0
1513,786595970293370880,1,0,15.0,3601.0,10497.0
1514,786664955043049472,1,0,20.0,2996.0,11957.0
1515,786709082849828864,1,0,23.0,7069.0,20296.0
1516,786963064373534720,1,0,16.0,9327.0,29725.0
1517,787322443945877504,0,0,16.0,2032.0,8726.0
1518,787397959788929025,1,0,21.0,3300.0,12120.0
1519,787717603741622272,1,4,18.0,3240.0,11416.0
1520,787810552592695296,1,0,0.0,3540.0,9717.0
1521,788039637453406209,0,0,15.0,1535.0,6867.0
1522,788070120937619456,1,,9.720160481444333,2766.753259779338,8895.725677031094
1523,788150585577050112,1,0,22.0,1510.0,6865.0
1524,788178268662984705,1,0,0.0,2488.0,8100.0
1525,788412144018661376,1,0,16.0,5990.0,16060.0
1526,788765914992902144,1,0,15.0,12014.0,30658.0
1527,788908386943430656,0,0,1.0,14409.0,30653.0
1528,789137962068021249,1,0,16.0,3244.0,10875.0
1529,789268448748703744,1,0,0.0,3014.0,10196.0
1530,789530877013393408,1,0,18.0,3942.0,13188.0
1531,789599242079838210,1,0,22.0,2279.0,7620.0
1532,789628658055020548,1,0,0.0,2080.0,8448.0
1533,789986466051088384,0,0,0.0,2704.0,10369.0
1534,790277117346975746,1,0,19.0,3732.0,14081.0
1535,790337589677002753,1,0,23.0,2167.0,8740.0
1536,790581949425475584,0,0,15.0,8183.0,22473.0
1537,790698755171364864,1,0,23.0,2203.0,9158.0
1538,790723298204217344,0,,9.720160481444333,2766.753259779338,8895.725677031094
1539,790946055508652032,0,4,16.0,5496.0,18601.0
1540,790987426131050500,1,0,18.0,2483.0,11089.0
1541,791026214425268224,1,,9.720160481444333,2766.753259779338,8895.725677031094
1542,791312159183634433,1,0,16.0,2963.0,9841.0
1543,791406955684368384,1,0,22.0,4797.0,14670.0
1544,791672322847637504,1,0,16.0,3661.0,13129.0
1545,792050063153438720,1,0,17.0,2088.0,8029.0
1546,792394556390137856,1,0,15.0,4998.0,15128.0
1547,792773781206999040,1,0,17.0,1963.0,8209.0
1548,792883833364439040,0,0,0.0,4964.0,12666.0
1549,792913359805018113,0,0,2.0,4715.0,16063.0
1550,793120401413079041,1,0,16.0,4551.0,14202.0
1551,793135492858580992,0,0,17.0,2893.0,7214.0
1552,793150605191548928,1,0,18.0,1984.0,6909.0
1553,793165685325201412,1,0,19.0,3238.0,10478.0
1554,793180763617361921,1,0,20.0,2310.0,7740.0
1555,793195938047070209,1,4,21.0,6547.0,17063.0
1556,793210959003287553,0,0,22.0,3301.0,9997.0
1557,793226087023144960,1,0,23.0,3338.0,11001.0
1558,793241302385262592,1,0,0.0,3812.0,11780.0
1559,793256262322548741,1,0,1.0,9714.0,22350.0
1560,793271401113350145,1,0,2.0,2763.0,9677.0
1561,793286476301799424,1,0,3.0,10723.0,27597.0
1562,793500921481273345,1,0,17.0,2786.0,11953.0
1563,793601777308463104,1,0,23.0,1908.0,8926.0
1564,793614319594401792,1,,9.720160481444333,2766.753259779338,8895.725677031094
1565,793845145112371200,1,0,16.0,2187.0,10295.0
1566,793962221541933056,1,0,23.0,5711.0,18910.0
1567,794205286408003585,0,3,15.0,3895.0,10314.0
1568,794332329137291264,1,0,0.0,3088.0,10686.0
1569,794355576146903043,1,,9.720160481444333,2766.753259779338,8895.725677031094
1570,794926597468000259,0,0,15.0,2697.0,11492.0
1571,794983741416415232,1,,9.720160481444333,2766.753259779338,8895.725677031094
1572,795076730285391872,0,0,1.0,6288.0,18139.0
1573,795400264262053889,1,0,22.0,3323.0,11270.0
1574,795464331001561088,1,1,3.0,27728.0,55683.0
1575,796031486298386433,1,0,16.0,4284.0,12071.0
1576,796080075804475393,1,0,20.0,2703.0,9469.0
1577,796116448414461957,1,0,22.0,2813.0,10139.0
1578,796149749086875649,1,0,0.0,16628.0,36177.0
1579,796177847564038144,1,,9.720160481444333,2766.753259779338,8895.725677031094
1580,796387464403357696,1,0,16.0,4861.0,12334.0
1581,796484825502875648,1,1,22.0,2042.0,8472.0
1582,796759840936919040,1,0,17.0,3562.0,13256.0
1583,796865951799083009,1,0,0.0,2198.0,8564.0
1584,797236660651966464,1,0,0.0,7726.0,22328.0
1585,797545162159308800,1,0,21.0,5656.0,16198.0
1586,797971864723324932,1,3,1.0,3652.0,13018.0
1587,798209839306514432,1,0,17.0,2954.0,11548.0
1588,798340744599797760,1,,9.720160481444333,2766.753259779338,8895.725677031094
1589,798628517273620480,1,,9.720160481444333,2766.753259779338,8895.725677031094
1590,798644042770751489,1,,9.720160481444333,2766.753259779338,8895.725677031094
1591,798665375516884993,1,,9.720160481444333,2766.753259779338,8895.725677031094
1592,798673117451325440,0,,9.720160481444333,2766.753259779338,8895.725677031094
1593,798694562394996736,1,,9.720160481444333,2766.753259779338,8895.725677031094
1594,798697898615730177,1,,9.720160481444333,2766.753259779338,8895.725677031094
1595,798925684722855936,1,0,16.0,1663.0,8246.0
1596,798933969379225600,1,0,17.0,5203.0,14712.0
1597,799063482566066176,1,0,1.0,2863.0,9058.0
1598,799297110730567681,1,0,17.0,3227.0,11065.0
1599,799422933579902976,1,0,1.0,2213.0,8965.0
1600,799757965289017345,1,1,23.0,2506.0,9390.0
1601,799774291445383169,1,,9.720160481444333,2766.753259779338,8895.725677031094
1602,800018252395122689,0,1,16.0,15351.0,31768.0
1603,800141422401830912,1,0,0.0,2980.0,17092.0
1604,800388270626521089,1,2,17.0,3265.0,12456.0
1605,800443802682937345,0,,9.720160481444333,2766.753259779338,8895.725677031094
1606,800459316964663297,0,3,22.0,2489.0,10538.0
1607,800513324630806528,1,0,1.0,3495.0,14685.0
1608,800751577355128832,1,0,17.0,3214.0,11701.0
1609,801115127852503040,1,5,17.0,2429.0,8992.0
1610,801167903437357056,1,0,20.0,6961.0,27386.0
1611,801285448605831168,0,0,4.0,960.0,6802.0
1612,801538201127157760,1,0,21.0,2391.0,9141.0
1613,801958328846974976,1,0,1.0,1992.0,8608.0
1614,802239329049477120,1,4,19.0,3040.0,10132.0
1615,802247111496568832,1,,9.720160481444333,2766.753259779338,8895.725677031094
1616,802265048156610565,1,5,21.0,1573.0,7039.0
1617,802323869084381190,0,0,1.0,6808.0,18124.0
1618,802572683846291456,1,0,18.0,2926.0,9959.0
1619,802624713319034886,1,,9.720160481444333,2766.753259779338,8895.725677031094
1620,802952499103731712,1,0,19.0,2336.0,10085.0
1621,803276597545603072,1,0,16.0,2887.0,11207.0
1622,803380650405482500,0,0,23.0,2169.0,8601.0
1623,803638050916102144,1,3,16.0,4828.0,12270.0
1624,803692223237865472,1,,9.720160481444333,2766.753259779338,8895.725677031094
1625,803773340896923648,1,4,1.0,3220.0,11203.0
1626,804026241225523202,0,0,18.0,18876.0,49774.0
1627,804413760345620481,1,,9.720160481444333,2766.753259779338,8895.725677031094
1628,804738756058218496,1,0,17.0,4480.0,15326.0
1629,805207613751304193,1,0,0.0,1972.0,8680.0
1630,805487436403003392,0,0,19.0,2929.0,9773.0
1631,805520635690676224,1,0,21.0,1905.0,6368.0
1632,805826884734976000,1,0,17.0,2132.0,7335.0
1633,805932879469572096,1,0,0.0,2209.0,9178.0
1634,805958939288408065,1,,9.720160481444333,2766.753259779338,8895.725677031094
1635,806219024703037440,1,0,19.0,1388.0,7145.0
1636,806242860592926720,1,,9.720160481444333,2766.753259779338,8895.725677031094
1637,806542213899489280,1,0,16.0,2752.0,11363.0
1638,806629075125202948,0,0,22.0,37911.0,75639.0
1639,807010152071229440,1,0,23.0,4418.0,14514.0
1640,807059379405148160,0,,9.720160481444333,2766.753259779338,8895.725677031094
1641,807106840509214720,1,0,6.0,56625.0,107015.0
1642,807621403335917568,1,3,16.0,4288.0,16236.0
1643,808001312164028416,1,0,17.0,4098.0,14015.0
1644,808106460588765185,1,5,0.0,2525.0,9701.0
1645,808134635716833280,1,,9.720160481444333,2766.753259779338,8895.725677031094
1646,808501579447930884,1,0,2.0,3007.0,12595.0
1647,808733504066486276,0,3,18.0,2509.0,8784.0
1648,808838249661788160,1,0,0.0,3536.0,11271.0
1649,809084759137812480,1,0,17.0,4046.0,14685.0
1650,809220051211603969,1,0,2.0,6554.0,22246.0
1651,809448704142938112,1,0,17.0,1696.0,7727.0
1652,809808892968534016,1,,9.720160481444333,2766.753259779338,8895.725677031094
1653,809920764300447744,1,0,0.0,4521.0,17250.0
1654,810254108431155201,1,0,22.0,3901.0,16380.0
1655,810284430598270976,1,0,0.0,13369.0,39640.0
1656,810657578271330305,1,0,1.0,3057.0,12192.0
1657,810896069567610880,1,0,17.0,2090.0,10093.0
1658,810984652412424192,1,0,23.0,1655.0,5927.0
1659,811386762094317568,1,3,1.0,7444.0,23302.0
1660,811627233043480576,1,0,17.0,3650.0,14265.0
1661,811744202451197953,1,0,1.0,1884.0,8429.0
1662,811985624773361665,1,0,17.0,1647.0,8102.0
1663,812372279581671427,1,0,19.0,4252.0,15224.0
1664,812466873996607488,0,0,1.0,2231.0,8900.0
1665,812503143955202048,0,0,3.0,1424.0,6787.0
1666,812709060537683968,1,0,17.0,1665.0,7373.0
1667,812781120811126785,1,0,22.0,2191.0,8380.0
1668,813051746834595840,1,0,16.0,8503.0,23337.0
1669,813066809284972545,1,0,17.0,2276.0,8865.0
1670,813081950185472002,1,0,18.0,3220.0,10989.0
1671,813096984823349248,1,1,19.0,4207.0,11694.0
1672,813112105746448384,0,0,20.0,3225.0,11515.0
1673,813127251579564032,1,1,21.0,3652.0,13242.0
1674,813142292504645637,1,0,22.0,2728.0,9361.0
1675,813157409116065792,0,0,23.0,2557.0,8588.0
1676,813172488309972993,0,0,0.0,2236.0,10384.0
1677,813187593374461952,1,0,1.0,5096.0,22085.0
1678,813202720496779264,1,1,2.0,2090.0,10192.0
1679,813217897535406080,1,0,3.0,8476.0,20783.0
1680,813800681631023104,1,0,17.0,2060.0,9300.0
1681,813812741911748608,1,0,18.0,16267.0,40402.0
1682,813910438903693312,1,1,0.0,2194.0,10342.0
1683,813944609378369540,1,,9.720160481444333,2766.753259779338,8895.725677031094
1684,814153002265309185,1,0,16.0,10080.0,32000.0
1685,814530161257443328,1,0,17.0,2156.0,9629.0
1686,814638523311648768,1,0,1.0,3130.0,12511.0
1687,814986499976527872,1,3,0.0,1505.0,8485.0
1688,815390420867969024,0,0,2.0,4407.0,11467.0
1689,815639385530101762,1,0,19.0,1918.0,9161.0
1690,815736392542261248,1,0,1.0,2625.0,10937.0
1691,815966073409433600,1,3,17.0,9907.0,25057.0
1692,815990720817401858,1,0,18.0,1207.0,5545.0
1693,816014286006976512,1,,9.720160481444333,2766.753259779338,8895.725677031094
1694,816091915477250048,1,0,1.0,2500.0,9927.0
1695,816336735214911488,1,0,17.0,2269.0,9564.0
1696,816450570814898180,0,0,1.0,9366.0,33961.0
1697,816697700272001025,1,0,17.0,2545.0,10905.0
1698,816816676327063552,1,0,1.0,2361.0,11071.0
1699,816829038950027264,0,,9.720160481444333,2766.753259779338,8895.725677031094
1700,817056546584727552,1,0,17.0,1927.0,9517.0
1701,817120970343411712,1,0,21.0,3011.0,13367.0
1702,817171292965273600,1,0,0.0,2326.0,9690.0
1703,817181837579653120,1,,9.720160481444333,2766.753259779338,8895.725677031094
1704,817415592588222464,1,0,17.0,1131.0,6267.0
1705,817423860136083457,0,0,17.0,17504.0,38260.0
1706,817536400337801217,1,0,1.0,3505.0,13105.0
1707,817777686764523521,1,5,16.0,3084.0,11901.0
1708,817827839487737858,1,0,20.0,31314.0,57622.0
1709,818145370475810820,1,0,17.0,3014.0,13671.0
1710,818259473185828864,1,0,0.0,2621.0,12197.0
1711,818536468981415936,0,0,19.0,2873.0,12127.0
1712,818588835076603904,1,,9.720160481444333,2766.753259779338,8895.725677031094
1713,818614493328580609,1,0,0.0,2982.0,10971.0
1714,818627210458333184,1,0,1.0,8564.0,24597.0
1715,819004803107983360,1,1,2.0,42228.0,95450.0
1716,819006400881917954,0,1,2.0,21794.0,49960.0
1717,819015331746349057,0,,9.720160481444333,2766.753259779338,8895.725677031094
1718,819015337530290176,1,,9.720160481444333,2766.753259779338,8895.725677031094
1719,819227688460238848,1,0,17.0,7733.0,25652.0
1720,819347104292290561,1,0,0.0,1383.0,8008.0
1721,819588359383371776,1,0,16.0,2271.0,10606.0
1722,819711362133872643,0,0,1.0,3604.0,14916.0
1723,819924195358416896,0,1,15.0,5607.0,14305.0
1724,819952236453363712,1,4,17.0,1369.0,5927.0
1725,820078625395449857,0,0,1.0,7246.0,21979.0
1726,820314633777061888,1,0,17.0,648.0,3706.0
1727,820446719150292993,1,,9.720160481444333,2766.753259779338,8895.725677031094
1728,820690176645140481,1,0,17.0,3716.0,13518.0
1729,820749716845686786,1,0,21.0,11525.0,34984.0
1730,821044531881721856,1,0,17.0,2636.0,14021.0
1731,821107785811234820,1,1,21.0,2487.0,10645.0
1732,821149554670182400,1,0,0.0,2320.0,9718.0
1733,821407182352777218,1,1,17.0,5053.0,13075.0
1734,821522889702862852,1,0,1.0,2030.0,8871.0
1735,821765923262631936,1,1,17.0,1899.0,9317.0
1736,821813639212650496,1,,9.720160481444333,2766.753259779338,8895.725677031094
1737,821886076407029760,1,0,1.0,2692.0,12582.0
1738,822244816520155136,1,0,0.0,11421.0,38832.0
1739,822462944365645825,1,3,15.0,17209.0,31800.0
1740,822489057087389700,1,0,17.0,7390.0,20083.0
1741,822610361945911296,1,0,1.0,3423.0,16327.0
1742,822647212903690241,1,,9.720160481444333,2766.753259779338,8895.725677031094
1743,822859134160621569,1,0,17.0,2622.0,14576.0
1744,822872901745569793,1,4,18.0,48265.0,132810.0
1745,822975315408461824,0,0,1.0,3958.0,19139.0
1746,823269594223824897,1,,9.720160481444333,2766.753259779338,8895.725677031094
1747,823322678127919110,0,0,0.0,4637.0,17437.0
1748,823581115634085888,0,0,17.0,3031.0,14376.0
1749,823699002998870016,1,0,1.0,2772.0,13826.0
1750,823939628516474880,1,0,17.0,3123.0,11755.0
1751,824297048279236611,0,0,16.0,4463.0,16625.0
1752,824325613288833024,1,3,18.0,11848.0,12999.0
1753,824663926340194305,1,0,17.0,1993.0,11113.0
1754,824775126675836928,1,0,0.0,4069.0,16508.0
1755,824796380199809024,0,,9.720160481444333,2766.753259779338,8895.725677031094
1756,825026590719483904,1,4,17.0,1483.0,7020.0
1757,825147591692263424,1,0,1.0,5244.0,20181.0
1758,825535076884762624,1,4,2.0,19669.0,56413.0
1759,825829644528148480,1,0,22.0,2848.0,14025.0
1760,825876512159186944,0,0,1.0,2146.0,11525.0
1761,826115272272650244,0,0,17.0,3599.0,17299.0
1762,826204788643753985,1,1,23.0,1075.0,5361.0
1763,826240494070030336,1,0,1.0,2965.0,14614.0
1764,826476773533745153,1,1,17.0,4821.0,20275.0
1765,826598365270007810,1,0,1.0,2709.0,11117.0
1766,826848821049180160,1,1,17.0,11878.0,40325.0
1767,826958653328592898,1,1,1.0,5757.0,23767.0
1768,827199976799354881,1,0,17.0,2579.0,11659.0
1769,827324948884643840,1,0,1.0,3510.0,17523.0
1770,827600520311402496,1,0,19.0,1082.0,8143.0
1771,827653905312006145,1,0,23.0,3433.0,16983.0
1772,827933404142436356,1,3,17.0,5987.0,22180.0
1773,828011680017821696,1,0,22.0,2451.0,11411.0
1774,828046555563323392,0,0,1.0,3260.0,12923.0
1775,828372645993398273,1,0,22.0,3344.0,13756.0
1776,828376505180889089,1,0,22.0,1216.0,8112.0
1777,828381636999917570,1,1,23.0,2554.0,13864.0
1778,828408677031882754,1,0,1.0,1477.0,8398.0
1779,828409743546925057,0,0,1.0,1305.0,6898.0
1780,828650029636317184,1,0,17.0,1544.0,10467.0
1781,828708714936930305,0,0,20.0,12882.0,40241.0
1782,828770345708580865,0,0,1.0,6746.0,28085.0
1783,829011960981237760,1,0,17.0,18627.0,58302.0
1784,829141528400556032,1,0,1.0,8530.0,26952.0
1785,829374341691346946,1,1,17.0,10706.0,38074.0
1786,829449946868879360,1,1,22.0,2329.0,11519.0
1787,829501995190984704,1,0,1.0,12224.0,34913.0
1788,829861396166877184,1,0,1.0,2243.0,13441.0
1789,829878982036299777,1,,9.720160481444333,2766.753259779338,8895.725677031094
1790,830097400375152640,1,0,16.0,3455.0,10804.0
1791,830583320585068544,1,0,1.0,19297.0,73397.0
1792,830956169170665475,1,0,1.0,1735.0,8735.0
1793,831262627380748289,1,0,22.0,2350.0,13066.0
1794,831309418084069378,1,0,1.0,2786.0,12819.0
1795,831315979191906304,1,3,1.0,1264.0,7117.0
1796,831322785565769729,1,1,2.0,1744.0,10042.0
1797,831552930092285952,1,0,17.0,2632.0,9872.0
1798,831650051525054464,1,0,23.0,2243.0,7908.0
1799,831670449226514432,1,0,1.0,2059.0,11469.0
1800,831911600680497154,1,0,17.0,7458.0,30380.0
1801,831939777352105988,1,1,18.0,7031.0,26404.0
1802,832032802820481025,1,1,1.0,4746.0,13887.0
1803,832040443403784192,1,,9.720160481444333,2766.753259779338,8895.725677031094
1804,832215726631055365,1,,9.720160481444333,2766.753259779338,8895.725677031094
1805,832273440279240704,1,1,17.0,2673.0,12385.0
1806,832369877331693569,1,0,23.0,3652.0,18792.0
1807,832397543355072512,1,0,1.0,2548.0,13126.0
1808,832636094638288896,1,0,17.0,3220.0,17379.0
1809,832757312314028032,1,0,1.0,4127.0,18423.0
1810,832769181346996225,0,,9.720160481444333,2766.753259779338,8895.725677031094
1811,832998151111966721,1,1,17.0,2522.0,14549.0
1812,833124694597443584,1,3,1.0,5513.0,22133.0
1813,833479644947025920,1,0,0.0,2357.0,16258.0
1814,833722901757046785,1,0,17.0,3636.0,22585.0
1815,833826103416520705,1,0,23.0,3904.0,16728.0
1816,833863086058651648,1,0,2.0,2729.0,14661.0
1817,834086379323871233,0,0,17.0,2512.0,14296.0
1818,834167344700198914,0,0,22.0,4130.0,17194.0
1819,834209720923721728,1,0,1.0,5476.0,22594.0
1820,834458053273591808,1,0,17.0,1899.0,10512.0
1821,834574053763584002,0,1,1.0,2882.0,14993.0
1822,834786237630337024,1,0,15.0,6159.0,22943.0
1823,834931633769889797,0,0,1.0,1878.0,11838.0
1824,835152434251116546,0,0,15.0,3443.0,24574.0
1825,835172783151792128,1,0,17.0,6516.0,28552.0
1826,835264098648616962,0,0,23.0,1939.0,8503.0
1827,835297930240217089,1,0,1.0,3381.0,17847.0
1828,835574547218894849,1,0,19.0,4121.0,19447.0
1829,836001077879255040,1,0,23.0,4935.0,20924.0
1830,836260088725786625,1,0,17.0,4850.0,23177.0
1831,836380477523124226,0,3,1.0,3337.0,16037.0
1832,836677758902222849,0,0,20.0,2522.0,13782.0
1833,836753516572119041,0,1,1.0,5237.0,21029.0
1834,836989968035819520,0,0,17.0,2610.0,13879.0
1835,837012587749474308,0,,9.720160481444333,2766.753259779338,8895.725677031094
1836,837110210464448512,1,3,1.0,2731.0,17480.0
1837,837366284874571778,1,0,18.0,6005.0,23074.0
1838,837471256429613056,1,0,1.0,2631.0,13967.0
1839,837482249356513284,0,0,1.0,495.0,4204.0
1840,837820167694528512,1,3,0.0,8952.0,37277.0
1841,838083903487373313,1,0,17.0,3582.0,19183.0
1842,838476387338051585,1,0,19.0,5484.0,24664.0
1843,838561493054533637,1,0,1.0,1504.0,11892.0
1844,838916489579200512,0,,9.720160481444333,2766.753259779338,8895.725677031094
1845,838921590096166913,1,0,1.0,2357.0,12183.0
1846,839239871831150596,1,0,22.0,7422.0,29684.0
1847,839290600511926273,0,,9.720160481444333,2766.753259779338,8895.725677031094
1848,839549326359670784,0,0,18.0,8805.0,29957.0
1849,839990271299457024,1,0,0.0,2597.0,14640.0
1850,840268004936019968,1,0,18.0,6497.0,20950.0
1851,840370681858686976,0,0,1.0,5146.0,17918.0
1852,840632337062862849,1,0,18.0,1972.0,9761.0
1853,840696689258311684,0,0,22.0,1116.0,13377.0
1854,841077006473256960,1,0,0.0,5991.0,24926.0
1855,841314665196081154,1,0,15.0,5312.0,17305.0
1856,841439858740625411,0,0,0.0,4168.0,13755.0
1857,841680585030541313,1,0,16.0,8748.0,27854.0
1858,841833993020538882,0,,9.720160481444333,2766.753259779338,8895.725677031094
1859,842115215311396866,1,0,20.0,3386.0,15204.0
1860,842163532590374912,1,0,0.0,6568.0,26569.0
1861,842535590457499648,1,0,0.0,3937.0,19637.0
1862,842765311967449089,0,0,15.0,1439.0,7321.0
1863,842846295480000512,1,0,21.0,4023.0,16440.0
1864,842892208864923648,1,,9.720160481444333,2766.753259779338,8895.725677031094
1865,843235543001513987,1,0,22.0,6852.0,23315.0
1866,843604394117681152,1,0,23.0,3081.0,18310.0
1867,843856843873095681,1,0,16.0,5220.0,23211.0
1868,844223788422217728,1,0,16.0,2450.0,14753.0
1869,844580511645339650,0,0,16.0,3533.0,17871.0
1870,844704788403113984,1,0,0.0,11633.0,42022.0
1871,844973813909606400,1,0,18.0,3617.0,16361.0
1872,844979544864018432,0,0,18.0,2909.0,14738.0
1873,845306882940190720,1,3,16.0,6039.0,25225.0
1874,845397057150107648,1,1,22.0,2072.0,8241.0
1875,845677943972139009,1,0,16.0,5365.0,27154.0
1876,845812042753855489,1,0,1.0,9894.0,31737.0
1877,846042936437604353,1,0,16.0,3224.0,17256.0
1878,846153765933735936,1,0,0.0,10226.0,34394.0
1879,846514051647705089,1,1,0.0,13076.0,48410.0
1880,846874817362120707,1,0,0.0,4404.0,21685.0
1881,847116187444137987,0,0,16.0,3583.0,23108.0
1882,847157206088847362,1,0,18.0,6572.0,21588.0
1883,847251039262605312,1,0,0.0,4800.0,22036.0
1884,847606175596138505,1,0,0.0,3774.0,20208.0
1885,847842811428974592,1,0,16.0,1522.0,5935.0
1886,847962785489326080,0,0,0.0,5730.0,25296.0
1887,847971574464610304,0,,9.720160481444333,2766.753259779338,8895.725677031094
1888,848212111729840128,1,0,16.0,3444.0,17618.0
1889,848324959059550208,1,0,0.0,4037.0,20229.0
1890,848690551926992896,1,0,0.0,4826.0,27104.0
1891,849051919805034497,0,0,0.0,7396.0,32617.0
1892,849336543269576704,0,0,19.0,2101.0,12240.0
1893,849412302885593088,1,0,0.0,3487.0,17039.0
1894,849776966551130114,1,0,0.0,8404.0,32390.0
1895,850019790995546112,1,3,16.0,5459.0,21944.0
1896,850145622816686080,0,0,0.0,4244.0,17519.0
1897,850380195714523136,1,0,16.0,2915.0,13994.0
1898,850753642995093505,1,0,16.0,10352.0,33348.0
1899,851224888060895234,0,0,0.0,6350.0,22090.0
1900,851464819735769094,0,0,16.0,7855.0,25944.0
1901,851591660324737024,1,0,0.0,3819.0,17300.0
1902,851861385021730816,0,,9.720160481444333,2766.753259779338,8895.725677031094
1903,851953902622658560,1,,9.720160481444333,2766.753259779338,8895.725677031094
1904,852189679701164033,0,0,16.0,1741.0,12217.0
1905,852226086759018497,0,0,18.0,7570.0,21378.0
1906,852311364735569921,0,0,0.0,10961.0,35325.0
1907,852553447878664193,1,0,16.0,3885.0,17492.0
1908,852672615818899456,1,0,23.0,2388.0,15939.0
1909,852912242202992640,1,0,15.0,2037.0,9658.0
1910,853299958564483072,0,0,17.0,3928.0,16508.0
1911,853639147608842240,1,0,16.0,11265.0,37198.0
1912,853760880890318849,1,0,0.0,6403.0,30414.0
1913,854010172552949760,1,5,16.0,3433.0,17169.0
1914,854120357044912130,1,3,23.0,8285.0,33911.0
1915,854365224396361728,1,0,16.0,5159.0,20046.0
1916,854482394044301312,1,0,23.0,7608.0,31131.0
1917,854732716440526848,1,0,16.0,6690.0,24188.0
1918,855459453768019968,1,0,16.0,8987.0,31657.0
1919,855851453814013952,1,5,18.0,19196.0,47844.0
1920,856282028240666624,1,0,23.0,6841.0,29086.0
1921,856526610513747968,1,0,15.0,2068.0,12446.0
1922,856543823941562368,1,0,16.0,3131.0,17135.0
1923,857029823797047296,1,0,0.0,4364.0,19910.0
1924,857263160327368704,1,0,16.0,4934.0,21041.0
1925,857393404942143489,1,0,0.0,1785.0,6236.0
1926,857746408056729600,1,0,0.0,11524.0,36021.0
1927,857989990357356544,1,0,16.0,2812.0,16952.0
1928,858107933456039936,1,0,23.0,3154.0,16524.0
1929,858471635011153920,1,0,0.0,5271.0,22640.0
1930,858843525470990336,1,1,0.0,3771.0,16304.0
1931,859074603037188101,0,0,15.0,14740.0,35553.0
1932,859196978902773760,0,0,0.0,25661.0,75193.0
